smiles,name
c1c(F)cc(F)cc1NC(=O)N2CCN(CCC2)c3ncc(C(F)(F)F)cc3Cl,AW00491
c1cc(C(F)(F)F)nc(C)c1-c2oc(nn2)SCc(cc3)ccc3OC(F)(F)F,AW00493
c1cc(C)cc(C)c1NC(=S)N2CCN(CCC2)c3ncc(C(F)(F)F)cc3Cl,AW00494
Cc1cc(C)cc(C)c1-n2c(nnn2)SCc(cc3)ccc3OC(F)(F)F,AW00495
c1ccncc1-n(c2=O)c(nc(c23)cccc3)SCC(=O)c4sccc4,AW00497
c1ccsc1-c2nc(sc2)Nc3cnccc3,AW00498
c1c(C)cc(C)cc1NC(=O)N2CC[N@H+](CCC2)Cc3c(Cl)cccc3F,AW00502
c1sc(C)nc1-c(cc2)sc2S(=O)(=O)N3CCN(CCC3)c4nc(C(F)(F)F)ccn4,AW00506
c1cc(C)cc(C)c1NC(=S)NCCCNC(=O)c2sccc2,AW00508
[NH3+]CCCNS(=O)(=O)c1sc(cc1)-c2nc(C)sc2,AW00509
c1cc(Cl)cc(Cl)c1CN2CCC[NH2+]CC2,AW00510
c1cc(F)ccc1NC(=S)N2CC[N@@H+](CCC2)Cc3c(Cl)cc(Cl)cc3,AW00519
Cc1ccc(Cl)cc1NC(=S)N2CC[N@H+](CCC2)Cc3c(Cl)cc(Cl)cc3,AW00520
c1cc(Cl)ccc1NC(=S)N2CC[N@H+](CCC2)Cc3ccc(F)cc3,AW00521
c1cc(F)ccc1NC(=S)N2CC[N@H+](CCC2)Cc3ccc(F)cc3,AW00522
c1ccncc1NC(=S)N2CC[N@H+](CCC2)Cc3c(Cl)cc(Cl)cc3,AW00524
C1CCCCCCC1NC(=S)N2CC[N@@H+](CCC2)Cc3c(Cl)cccc3F,AW00525
c1ccc(Cl)c(C)c1NC(=O)N2CC[N@@H+](CCC2)Cc3c(F)cccc3Cl,AW00528
c1ccc(Cl)c(C)c1NC(=S)N2CC[N@@H+](CCC2)Cc3ccc(F)cc3,AW00529
c1cc(C)ccc1S(=O)(=O)[N-]C(=O)N2CC[N@@H+](CCC2)Cc3c(Cl)cc(Cl)cc3,AW00533
n1nc(SC)oc1-c2c(C)nc(C(F)(F)F)cc2,AW00534
c1cc(C)ccc1S(=O)(=O)[N-]C(=O)Nc2cc(C(F)(F)F)ccc2NCCNC(=O)OC(C)(C)C,AW00537
c1cc(C)cc(C)c1-n2c(nnn2)SCc3c(F)cccc3Cl,AW00538
c1ccccc1-c(n2)cc(=O)[nH]c2SCc3c(F)cccc3Cl,AW00539
c1ccoc1-c2oc(nn2)SCc3c(F)cccc3Cl,AW00540
c1cc(C)ccc1Cc2c(=O)[nH]c(nc2C)SCc3c(F)cccc3Cl,AW00541
CCCCc1c(C)nc([nH]c1=O)SCc2c(F)cccc2Cl,AW00542
FC(F)(F)c(c1)cc(Cl)c(n12)nc(c2)-c3oc(nn3)SCc4c(F)cccc4Cl,AW00543
c1ccncc1-n(ccn2)c2SCc3c(F)cccc3Cl,AW00545
FC(F)(F)Oc1ccc(cc1)CSC(=S)N2CCN(CCC2)c(cc3)ncc3C(F)(F)F,AW00546
n1ccc(C(F)(F)F)nc1NCCNC(=S)Nc2cc(Cl)ccc2C,AW00547
n1ccc(C(F)(F)F)nc1NCCNC(=S)Nc(cc2C(F)(F)F)ccc2,AW00548
c1cc(C)ccc1S(=O)(=O)[N-]C(=O)NCCNc2nc(C(F)(F)F)ccn2,AW00549
n1ccc(C(F)(F)F)nc1NCCNC(=S)Nc2c(C)cc(C)cc2,AW00551
