smiles,name,bioactivity_class
C[NH+](Cc1ccccc1)Cc2cn(nn2)[C@H]3CO[C@H]4[C@@H]3OC[C@@H]4NC(=O)Nc5ccc(cc5)Oc6ccccc6,C05399769,inactive
C[C@H](C(=O)Nc1ccc(c(c1)OC)OC)Oc2ccc3c(c2)c4cc[nH+]c5c4n3c(=O)c6c5ccc(c6OC)OC,C70708247,inactive
Cc1cc(c(c2c1C(=O)/C(=C/c3ccc(c(c3OC)OC)OC)/O2)C[NH+]4CCN(CC4)Cc5ccc6c(c5)OCO6)O,C71388993,inactive
Cc1cc(c(c2c1C(=O)/C(=C/c3ccc(c(c3OC)OC)OC)/O2)CN4CC[NH+](CC4)Cc5ccc6c(c5)OCO6)O,C71388993,inactive
CCCC[NH+](C)CCCNC(=O)c1cn(c2ccc(cc2c1=O)S(=O)(=O)N3CCc4ccccc4C3)CC,C08597088,inactive
c1ccc(cc1)n2c(nnc2SCC(=O)NCCC[NH+]3CCOCC3)CSc4nc5ccccc5s4,C96021882,inactive
COC(=O)c1ccc(cc1)N2C(=O)C[C@@H](C2=O)S/C(=[NH+]\CCc3ccc(cc3)S(=O)(=O)N)/Nc4ccccc4,C08443438,inactive
Cc1cc(c(s1)NC(=O)CSc2nc3c(c4c(s3)CCCC4)c(=O)n2Cc5cc[nH+]cc5)C(=O)OC,C97946009,inactive
Cc1nc2n(n1)c(c(s2)[C@@H](c3ccc(c(c3)OC)OC)[NH+]4CCN(CC4)C(c5ccccc5)c6ccccc6)O,C22852770,inactive
CCOc1ccc(cc1)NC(=O)[C@@H]2CC(=O)N(/C(=[NH+]\c3ccc(cc3)OCC)/S2)c4ccc(cc4)OCC,C97964187,inactive
c1cc2cccc3c2c(c1)C(=O)N(C3=O)CCN4CC[NH+](CC4)C[C@H](COc5c(cc(cc5F)Br)F)O,C97985355,inactive
Cc1c2c(c(c[nH+]1)CO)Cc3c(nc(nc3SCC(=O)Nc4cccc(c4)OC)c5cccc(c5)OC)O2,C97986939,inactive
Cc1ccc(cc1)S(=O)(=O)N2CCN([C@@H]2c3ccc(cc3)OC)C(=O)CSc4[nH]c5cc(ccc5[nH+]4)C,C98008215,inactive
c1cc(oc1)CN(Cc2ccc3c(c2)OCO3)C(=O)CN(CCC[NH+]4CCOCC4)C(=O)Nc5ccc(c(c5)Cl)Cl,C98017706,inactive
COc1cc2cc[nH+]c(c2cc1OC)Cc3cc(c(cc3NC(=O)CSc4nnc(o4)c5cccs5)OC)OC,C98048349,inactive
C[NH+]1CCN(CC1)C(=O)c2ccc(c(c2)S(=O)(=O)Nc3cccc(c3)OC)NCCc4ccc(c(c4)OC)OC,C98049704,inactive
Cc1cccn2c1nc(c(c2=O)/C=C\3/C(=O)N(C(=S)S3)CCc4ccc(cc4)OC)NCCCn5cc[nH+]c5,C98228963,inactive
CC(C)Oc1ccc(c(c1)N2CCN(CC2)c3c4cc(c(cc4ncn3)OCCC[NH+]5CCCCC5)OC)C(=O)N,C98240112,inactive
Cc1cc(c(c(=O)[nH]1)CNC(=O)c2c(n(c3c2cccn3)[C@H](C)C4CCC(CC4)[NH+]5CC(C5)OCC(F)F)C)SC,574989,inactive
Cc1cc(nc(n1)SCC(=O)N(Cc2ccc[nH+]c2)[C@H](c3ccccc3)C(=O)Nc4ccc(cc4)OC)C,C01405480,inactive
C[NH+](C)CCOC(=O)c1ccc(cc1)NC(=O)CCCCCN2C(=O)/C(=C/c3ccccc3)/SC2=S,C08819689,inactive
C=CCNC(=S)N1CC[NH+](CC1)[C@H]2c3cccc4c3c(ccc4)[C@@H]2NS(=O)(=O)c5ccc(cc5)Cl,C09085916,inactive
CC[NH+](CC)CCOC(=O)c1ccc(cc1)NC(=O)CCN2C(=O)/C(=C\c3ccc(cc3)OC)/SC2=O,C09363766,inactive
CC[NH+](CC)CCCN1[C@H]([C@H](C(=O)C1=O)C(=O)c2c(c([nH]c2C)C(=O)OC)C)c3cccc(c3OC)OC,C09360207,inactive
Cc1cccc(c1)COc2ccc(cc2)C(=O)[C@H]3[C@H](N(C(=O)C3=O)CCCn4cc[nH+]c4)c5cccc(c5)O,C09461425,inactive
COc1ccccc1[C@H](CNC(=O)/C=C/c2ccc(c(c2)S(=O)(=O)N3CCOCC3)OC)[NH+]4CCCC4,C13146148,inactive
Cc1cccc(c1)COc2ccc(cc2)C(=O)[C@H]3[C@@H](N(C(=O)C3=O)CCCn4cc[nH+]c4)c5ccc(cc5)O,C13552441,inactive
COC(=O)c1c(c2cc(c[nH+]c2n1CCCc3ccccc3)NCCc4ccccc4)NC(=O)[C@H]5CCOC5,C14541219,inactive
CN1c2ccccc2[C@]3(C1=O)C(=C(c4cccc(c4)S(=O)(=O)N(C)C)O)C(=O)C(=O)N3CCC[NH+](C)C,C16742414,inactive
CC[NH+](CC)CCCN1[C@@H](C(=C(C1=O)O)C(=O)c2ccc(c(c2)Cl)OCC)c3cc(ccc3OC)OC,C20149878,inactive
CCCc1cc(c(s1)NC(=O)/C(=C/c2ccc(c(c2)OCC)OCC[NH+]3CCOCC3)/C#N)C(=O)OC,C20562580,inactive
CC(C)(C)C1=CC[C@H](C=C1)[C@@H]2C(=C(C(=O)N2CCC[NH+]3CCOCC3)O)C(=O)c4ccc(c(c4)OC)OC,C24978427,inactive
Cc1ccc(cc1S(=O)(=O)NCc2cccc[nH+]2)c3c4ccccc4c(nn3)Nc5ccc6c(c5)OCO6,C00718289,inactive
C[C@@H](c1nc2ccccc2c(=O)n1CCOC)N(CCCCCC[NH3+])C(=O)c3cccc(c3)Br,C33722436,inactive
COc1cccc(c1)N2CCN(CC2)C(=O)c3coc(n3)CN4CCN(CC4)C[C@@H](C[NH+]5CCCCC5)O,C34677762,inactive
Cc1cc(ccc1C(=O)C2=C(C(=O)N([C@H]2c3ccc(cc3)OCc4ccccc4)CC[NH+](C)C)O)OCC=C,C35023586,inactive
CC[NH+](CC)CCN1[C@@H](C(=C(C1=O)O)C(=O)c2ccccc2)c3ccc(c(c3)OCC)OCc4ccccc4,C35270522,inactive
c1ccc(cc1)COc2ccc(cc2)[C@H]3C(=C(C(=O)N3CC[NH+]4CCOCC4)O)C(=O)/C=C/c5ccccc5,C35443823,inactive
c1ccc(cc1)CC(=O)N(Cc2ccc[nH+]c2)[C@H]([C@H]3CCC=CC3)C(=O)Nc4ccc(cc4)N5CCOCC5,C36057803,inactive
CC[NH+](C[C@H](COCc1ccccc1)O)CC(=O)N2CCc3c(ccs3)[C@@H]2COc4ccccc4OC,C36309989,inactive
CC[NH+](CC)CCCN1[C@@H](C(=C(C1=O)O)C(=O)c2ccc3cc(ccc3c2)OC)c4ccc(cc4)C(=O)OC,C39847647,inactive
CCCOc1ccc(cc1)c2nc(c(o2)NCCC[NH+](CC)CC)S(=O)(=O)c3ccc4c(c3)OCCO4,C40178045,inactive
CCOc1cccc(c1)NC(=O)[C@H]2CC(=O)[N+](=C(S2)Nc3ccc(cc3)OC)Cc4ccccc4Cl,C55211097,inactive
CCOc1cccc(c1)NC(=O)C[C@H]2C(=O)[N+](=C(S2)Nc3ccc(cc3)OC)Cc4ccccc4Cl,C59254547,inactive
c1cc(ccc1NC(=O)CSc2nnc(n2c3ccc(cc3)Cl)C[NH+]4CCOCC4)I,C01069567,inactive
CCn1cc(c2c1ccc(c2)OC)/C=C\3/C(=O)c4ccc(c(c4O3)CN5CC[NH+](CC5)Cc6ccccc6)O,C41584923,inactive
CC[NH+](CC)CCCN1[C@@H](C(=C(C1=O)O)C(=O)[C@H]2C(=C(N=C2C)C(=O)OC)C)c3cccc(c3OC)OC,C20132289,inactive
COCC(=O)N[C@@H]1c2cc(cnc2N([C@@H]1C(=O)OC)CCC3=c4ccccc4=[NH+]C3)NC5CCSCC5,C63980620,inactive
CCOc1ccc(cc1Cl)C(=O)C2=C(C(=O)N([C@H]2c3ccc(c(c3)OC)OC)CCCn4cc[nH+]c4)O,C09046819,inactive
c1ccc(cc1)CN2CC[NH+](CC2)CC/N=C(/c3cc(=O)[nH]c4c3cc(cc4)S(=O)(=O)N5CCCC5)\O,C20683804,inactive
COc1ccc(cc1)NC2=[N+](C(=O)C[C@H](S2)C(=O)Nc3ccc(cc3)OC)CCc4ccc(cc4)Cl,C83297015,inactive
CC(C)OC[C@@H](C[NH+](Cc1ccccc1)Cc2[nH]c(=O)c3c(csc3n2)c4ccc(c(c4)OC)OC)O,C36205924,inactive
Cc1cccc(c1)CN2c3ccccc3O/C(=C\c4ccc(cc4)C(=O)NCCCN5CC[NH+](CC5)C)/C2=O,C96486234,inactive
C[C@@H]1Cc2cc(ccc2O1)C(=O)C3=C(C(=O)N([C@H]3c4ccc(cc4)OCc5ccccc5)CCCn6cc[nH+]c6)O,C97955578,inactive
Cc1ccc(cc1)OCCOc2ccc(cc2OC)/C=C/3\C(=[NH2+])N4C(=NC3=O)SC(=N4)c5ccccc5C,C97959192,inactive
CCOC(=O)c1c2c(sc1NC(=O)c3ccc(cc3)S(=O)(=O)N(CC=C)CC=C)C[NH+](CC2)Cc4ccccc4,C97963455,inactive
COc1ccc(cc1OC)CC(=O)N/N=C/2\c3cc(ccc3N(C2=O)CN4CCCC[C@@H]4c5ccc[nH+]c5)Br,C97966555,inactive
Cc1ccccc1COc2ccc(cc2)C(=O)C3=C(C(=O)N([C@@H]3c4ccc(c(c4)OC)OC)CCCn5cc[nH+]c5)O,C97966809,inactive
COc1ccc(cc1OC)[C@H]2C(=C(C(=O)N2CCCn3cc[nH+]c3)O)C(=O)c4ccc(cc4)Br,C06282452,inactive
CCOc1cc(ccc1OCc2ccccc2)[C@H]3C(=C(C(=O)N3CCC[NH+](C)C)O)C(=O)c4ccc5c(c4)C[C@H](O5)C,C97969883,inactive
CC[NH+](CC)CCCN1[C@H](C(=C(C1=O)O)C(=O)c2ccc3c(c2)C[C@@H](O3)C)c4ccc(c(c4)OC)OCc5ccccc5,C97970935,inactive
CC[NH+](CC)CCCN1[C@H](C(=C(C1=O)O)C(=O)c2ccc3c(c2)C[C@H](O3)C)c4ccc(c(c4)OC)OCc5ccccc5,C97970937,inactive
c1ccc(c(c1)CNC(=O)CCCCCn2c(=O)c3c(ccs3)n(c2=O)Cc4cc(=O)n5ccccc5[nH+]4)Cl,C97986763,inactive
CC(=O)Nc1ccc(cc1)S(=O)(=O)N(CCC[NH+]2CCOCC2)CC(=O)N(Cc3ccccc3)Cc4ccco4,C98017917,inactive
Cc1ccc(cc1)NC(=O)N(CC[NH+]2CCCC2)CC(=O)N(CCc3ccc(c(c3)OC)OC)Cc4ccc(o4)C,C98019737,inactive
C[NH+](C)CCCN1[C@@H](C(=C(C1=O)O)C(=O)c2ccc(c(c2)F)OC)c3ccc(c(c3)OC)OCc4ccccc4,C98046408,inactive
CCN1c2ccccc2[C@@]3(C1=O)C(=C(C(=O)N3CC[NH+](C)C)O)C(=O)c4ccc(cc4)S(=O)(=O)N5CCCC5,C98046917,inactive
Cc1cc2c(c(n(c2nc1)[C@H](C)C3CCC(CC3)[NH+]4CC(C4)OC(F)F)C)C(=O)NCc5c(cc([nH]c5=O)C)SC,574988,inactive
COc1cc(cc(c1OC)OC)[C@@H]2C3C(=NC(=C)C2C(=O)Nc4ccc(c[nH+]4)Br)CCCC3=O,C08413470,inactive
CCCCOc1ccc(cc1OC)[C@@H]2C(=C(c3ccc4c(c3)OCCO4)O)C(=O)C(=O)N2Cc5ccc[nH+]c5,C08383516,inactive
COc1ccc(cc1)NC(=O)[C@H](c2ccc(cc2)Cl)N(Cc3ccc[nH+]c3)C(=O)CN4c5ccccc5C(=O)C4=O,C08695816,inactive
c1ccc(c(c1)CNC(=O)c2cc(nc3c2cc(cc3)S(=O)(=O)N4CCOCC4)c5cc[nH+]cc5)Cl,C06238475,inactive
Cc1cccc(c1)COc2ccc(cc2)C(=O)C3=C(C(=O)N([C@H]3c4ccc(o4)C)CCC[NH+]5CCOCC5)O,C08996821,inactive
COc1ccc(cc1N(CC(=O)NCCC[NH+]2CCCC2)S(=O)(=O)c3ccc(c(c3)OC)OC)Cl,C13612079,inactive
CCOc1ccc(cc1)[C@@H](C(=O)NC2CCCCC2)N(Cc3ccc[nH+]c3)C(=O)[C@H]4COc5ccccc5O4,C00930882,inactive
CCC[C@@]1([C@@H]2[C@@H]([C@H]([NH2+]1)c3ccc(cc3OC)OC)C(=O)N(C2=O)c4ccc5c(c4)OCCO5)C(=O)OCC,C12497965,inactive
Cc1nc2n(n1)c(c(s2)[C@@H](c3ccc(cc3)OC)[NH+]4CCN(CC4)C(c5ccccc5)c6ccccc6)O,C22852779,inactive
c1ccc2c(c1)c(=O)n(c(n2)SCC(=O)NC3CCCC3)CCC[NH+]4CCN(CC4)c5cccc(c5)Cl,C33357842,inactive
CCOc1cc(ccc1OCCC(C)C)[C@H]2C(=C(C(=O)N2Cc3cc[nH+]cc3)O)C(=O)c4ccc(cc4)OC,C33364523,inactive
CCCCOc1ccc(cc1)[C@H]2C(=C(C(=O)N2CC[NH+](CC)CC)O)C(=O)c3ccc(cc3)Br,C34917942,inactive
Cc1nc2n(n1)c(c(s2)[C@H](c3cccc(c3)OC)N4CC[NH+](CC4)C(c5ccccc5)c6ccccc6)O,C22784281,inactive
c1ccc(cc1)/C=C/C(=O)C2=C(C(=O)N([C@@H]2c3cccc(c3)Oc4ccccc4)CCC[NH+]5CCOCC5)O,C35443657,inactive
Cc1ccc(cc1)n2cc(nc2NC(=O)CN(CC[NH+]3CCOCC3)C(=O)c4ccccc4)c5ccccc5,C36044894,inactive
C[NH+](C)CCN(Cc1c(noc1N2CCc3ccccc3C2)c4ccccc4)C(=O)Nc5cccc(c5)Cl,C36249068,inactive
Cc1nc2n(n1)c(c(s2)[C@@H](c3ccc(cc3)OC)N4CC[NH+](CC4)C(c5ccccc5)c6ccccc6)O,C22852779,inactive
CCC[NH+]1CCc2c(sc(c2c3nc4ccccc4s3)NC(=O)CCS(=O)(=O)c5ccccc5)C1,C36633062,inactive
Cc1ccc(cc1C)n2c3c(c(c(c([nH+]3)C)CCC(=O)NCCc4ccc(c(c4OC)OC)OC)C)c(n2)C,C08598683,inactive
